CITA,0,2,4
CITIZEN,2,1,8
CITRA,0,2,3
CITYOF,2,0,2
CIVIA,0,2,2
CJAY,3,1,6
CKY,3,0,3
CLAES,3,0,5
CLAIBORNE,1,1,4
CLAIR,1,8,22
CLAIRE,1,314,743
CLARA,0,130,271
CLARCK,3,0,3
CLARE,2,70,184
CLARENCE,75,0,112
CLARET,0,2,2
CLARI,0,5,8
CLARIBEL,0,29,54
CLARICE,0,14,31
CLARIS,0,3,4
CLARISA,0,7,14
CLARISE,0,2,2
CLARISEL,0,2,2
CLARISSA,1,53,125
CLARISSE,0,10,18
CLARITA,0,5,8
CLARITZA,0,4,5
CLARIZA,0,3,4
CLARK,44,2,92
CLARKE,8,2,20
CLARO,2,0,2
CLARY,0,4,5
CLARYBEL,0,2,2
CLASSIC,5,1,8
CLAUDE,59,7,126
CLAUDEEN,0,2,3
CLAUDENE,0,3,4
CLAUDETTE,0,48,77
CLAUDIA,0,512,1043
CLAUDINA,0,6,7
CLAUDINE,0,44,98
CLAUDIO,70,0,127
CLAUDIU,4,0,4
CLAUDIUS,4,0,4
CLAUDY,2,3,5
CLAUS,2,0,4
CLAXTON,2,0,2
CLAY,52,0,96
CLAYTON,47,0,83
CLEA,0,2,6
CLEARY,1,3,4
CLEIDY,0,2,3
CLELIA,0,4,10
CLEM,7,0,17
CLEMENCE,0,3,9
CLEMENCIA,0,2,2
CLEMENS,2,0,3
CLEMENT,39,0,63
CLEMENTE,7,1,17
CLEMENTINA,0,2,3
CLEMENTINE,0,3,16
CLENTON,2,0,3
CLEO,4,24,50
CLEON,10,0,14
CLEOPATRA,0,11,19
CLETE,3,0,3
CLETO,2,0,2
CLETUS,8,0,9
CLEVE,6,0,11
CLEVELAND,19,0,28
CLEVEN,2,0,2
CLICK,2,0,2
CLIF,7,0,9
CLIFF,119,0,200
CLIFFORD,79,0,127
CLIFTON,37,0,68
CLINT,62,0,96
CLINTON,54,0,91
CLIO,0,2,9
CLIVE,39,0,58
CLODAGH,0,3,4
CLORINA,0,2,2
CLOSET,1,3,5
CLOTILDE,0,5,9
CLOUD,2,0,4
CLOVE,1,1,2
CLOVER,2,8,14
CLOË,0,4,7
CLUNY,1,1,2
CLYDE,52,2,87
CLYNTON,3,0,3
CLYVE,2,0,2
COACH,2,1,7
COBBY,3,0,5
COBY,11,1,19
COCO,11,49,102
COCOA,1,7,14
CODIE,1,1,3
CODY,103,12,219
COEN,2,0,3
COFFEE,2,3,8
COHEN,3,3,13
COL,2,0,2
COLA,0,2,2
COLBY,28,6,61
COLE,49,7,109
COLEEN,0,39,66
COLEMAN,6,3,17
COLENE,0,2,3
COLETTA,0,2,2
COLETTE,0,65,127
COLEY,1,2,6
COLIE,2,2,6
COLIN,258,0,523
COLINA,0,2,2
COLINE,1,2,5
COLLEEN,0,343,811
COLLENE,0,2,3
COLLETTE,0,13,35
COLLIN,57,1,105
COLLINS,11,2,23
COLLIS,3,0,8
COLM,12,0,23
COLMAN,2,0,6
COLOR,2,0,3
COLSON,2,0,2
COLT,2,0,3
COLTON,6,0,11
COLUMBIA,1,3,15
COLVIN,3,0,5
COLYN,1,1,2
COME,2,0,3
COMEDIAN,2,0,3
COMET,2,0,2
COMFORT,0,3,8
COMIC,1,2,6
COMPREHENSIVE,1,1,2
COMPTON,5,0,7
COMRADE,1,1,3
CON,4,1,13
CONAL,2,0,2
CONALL,3,0,6
CONAN,5,0,12
CONCEPCION,1,4,6
CONCETTA,0,29,50
CONCHI,1,1,2
CONCHITA,0,5,6
CONEY,1,2,5
CONG,4,1,7
CONNELL,3,1,4
CONNER,5,3,12
CONNIE,0,265,478
CONNOR,61,2,134
CONNY,0,3,6
CONO,7,0,11
CONOR,53,1,138
CONRAD,61,1,118
CONRADO,5,0,8
CONROD,2,0,2
CONROY,9,0,12
CONSCIOUS,1,1,3
CONSEJO,2,0,2
CONSTANCE,0,61,113
CONSTANT,2,0,6
CONSTANTIN,9,0,15
CONSTANTINA,0,3,6
CONSTANTINE,32,0,56
CONSTANTINO,2,0,6
CONSTANTINOS,7,0,13
CONSTANZA,0,5,11
CONSTANZE,0,3,3
CONSUELA,0,2,5
CONSUELO,0,19,28
CONTESSA,0,3,6
CONTI,2,0,2
CONTINA,0,2,3
CONWAY,4,0,8
CONYA,0,2,2
COOK,3,1,5
COOL,10,0,15
COOLIE,2,0,2
COOPER,24,2,51
COPPER,2,0,2
CORA,0,30,56
CORAL,0,10,24
CORALIE,0,2,12
CORALY,0,2,2
CORAZON,0,5,7
CORBAN,2,0,3
CORBETT,4,0,9
CORBIN,8,0,17
CORBY,1,1,4
CORD,2,0,3
CORDEL,2,0,5
CORDELIA,0,7,20
CORDELL,10,1,18
CORDERO,4,0,6
CORDULA,0,3,3
COREE,0,3,4
COREEN,0,12,16
COREN,1,1,2
CORETTA,0,8,14
COREY,343,34,696
CORI,1,30,78
CORIE,1,9,18
CORIN,5,3,17
CORINA,0,25,61
CORINE,0,8,18
CORINNA,0,18,38
CORINNE,0,121,269
CORINTHIA,0,7,8
CORKEY,2,0,2
CORKY,2,1,4
CORLIS,0,2,2
CORLISS,0,2,3
CORMAC,4,0,7
CORNEL,6,0,9
CORNELIA,0,25,46
CORNELIO,2,0,4
CORNELIU,4,0,4
CORNELIUS,22,1,39
CORNELL,11,1,19
CORONA,1,1,3
CORRADO,9,0,12
CORRIE,3,14,38
CORRIN,0,2,4
CORRINA,0,4,12
CORRINE,0,29,51
CORRINNE,0,2,5
CORRY,3,2,11
CORTES,1,1,3
CORTEZ,9,0,13
CORTNEE,0,2,2
CORTNEY,1,12,45
CORWIN,6,0,9
CORY,154,14,364
COSIMO,8,0,13
COSMAS,3,0,3
COSMIN,4,0,7
COSMO,17,0,28
COSSANDRA,0,2,2
COSTA,12,1,21
COSTANTINA,0,2,2
COSTANZA,0,3,6
COSTAS,9,0,15
COSTIN,2,0,4
COTTON,2,0,2
COTY,2,1,5
COURT,5,1,17
COURTENAY,1,6,19
COURTENEY,1,6,13
COURTLAND,2,0,4
COURTNAY,0,2,8
COURTNE,1,1,2
COURTNEY,87,387,1141
COURTNIE,0,2,4
COUSIN,3,1,4
COVADONGA,0,2,2
COY,4,1,5
COZY,1,2,4
CRAIG,669,1,1224
CRAIG-ANTHONY,2,0,2
CRAMER,2,0,2
CRASH,3,1,7
CRAWFORD,2,0,4
CRAZII,0,2,2
CREATIVE,1,1,8
CREE,1,3,7
CREIGHTON,3,2,8
CRES,0,2,4
CRESENCIO,2,0,2
CREWS,1,2,3
CRICKET,1,5,11
CRIS,41,25,110
CRISMELY,0,2,2
CRISPIN,6,0,12
CRISS,3,1,9
CRISSIE,0,2,5
CRISSY,0,17,32
CRISTA,0,9,20
CRISTAL,0,32,47
CRISTELA,0,3,3
CRISTEN,0,7,17
CRISTHIAN,11,0,20
CRISTI,0,3,13
CRISTIAN,140,4,220
CRISTIANA,0,8,16
CRISTIANE,1,1,8
CRISTIANO,13,0,20
CRISTIE,0,5,8
CRISTIN,1,15,39
CRISTINA,1,280,704
CRISTINE,0,14,30
CRISTOBAL,10,0,21
CRISTOPHER,4,0,4
CRISTY,1,14,34
CRIZ,2,1,4
CROMWELL,2,0,5
CROOKED,2,0,2
CROSS,3,0,4
CROWN,3,0,4
CROWNED,2,0,2
CRUEL,1,1,3
CRUZ,19,13,45
CRYS,0,3,5
CRYSSY,0,3,3
CRYSTA,0,4,8
CRYSTAL,2,676,1277
CRYSTALLEE,0,2,2
CRYSTEL,0,4,6
CRYSTLE,0,3,5
CSABA,3,1,7
CSILLA,0,4,8
CUBAN,2,0,3
CUBBY,1,1,3
CUBERT,2,0,3
CUCA,0,3,4
CUI,1,5,6
CULLEN,7,1,11
CULTURE,5,1,9
CUMHUR,2,0,3
CUN,2,0,2
CUNNEL,2,0,2
CUNNINGHAM,1,1,6
CURIE,0,2,2
CURLENE,0,5,5
CURLINE,0,2,2
CURLY,1,1,3
CURRY,1,2,3
CURT,34,0,53
CURTIS,229,2,355
CURTISS,2,0,4
CURVIN,2,0,2
CUSTOM,3,1,5
CUT,1,1,2
CUTY,0,3,3
CVETELINA,0,2,2
CW,2,0,2
CY,8,4,15
CYA,2,0,2
CYAN,0,2,5
CYN,0,8,15
CYNARA,0,4,5
CYNDA,0,2,3
CYNDEE,0,2,4
CYNDI,0,30,58
CYNDIA,0,3,4
CYNDY,0,2,7
CYNTHIA,0,761,1452
CYNTIA,0,3,3
CYPRESS,0,2,2
CYRE,0,4,6
CYRENE,0,2,4
CYRIELLE,0,2,4
CYRIL,21,0,52
CYRILL,2,0,3
CYRILLE,3,0,7
CYRUS,39,0,74
CZAR,3,0,6
CZARINA,0,3,4
CZARINNA,0,2,2
CÉCILE,0,29,61
CÉSAR,295,2,500
DA,28,13,74
DAAIYAH,0,2,2
DAAN,2,0,3
DABEIBA,0,2,2
DAC,2,0,3
DACIA,0,11,23
DACIAN,2,0,2
DACY,1,1,2
DADA,5,2,10
DADO,1,1,4
DADY,4,1,6
DAE,11,1,18
DAEKEUN,2,0,2
DAFFY,2,0,3
DAFINA,0,3,6
DAFNA,0,4,20
DAFNE,0,3,5
DAG,4,0,6
DAGAN,3,0,4
DAGMAR,0,6,11
DAGMARA,0,6,14
DAGNY,0,2,4
DAGOBERTO,5,0,6
DAHALIA,0,2,2
DAHI,2,0,2
DAHIANA,0,10,17
DAHIANNA,0,2,2
DAHLIA,0,35,74
DAI,4,0,15
DAIAN,1,1,2
DAIANA,0,8,17
DAICHI,2,0,5
DAIGO,2,0,3
DAIKI,2,0,2
DAILY,6,2,10
DAIN,4,1,13
DAINA,0,7,20
DAINE,3,1,6
DAINTY,0,4,5
DAIONNE,0,2,2
DAIQUAN,4,0,5
DAISAKU,2,0,2
DAISEY,0,2,2
DAISHA,0,4,10
DAISSY,0,2,2
DAISUKE,7,0,17
DAISY,1,216,403
DAJA,0,2,2
DAJON,2,0,3
DAJUAN,4,0,6
DAJUNG,0,2,2
DAKAI,2,0,2
DAKIN,2,0,2
DAKOTA,18,11,50
DALA,0,2,3
DALAL,0,3,7
DALAYS,0,3,3
DALE,105,39,245
DALEEN,0,2,2
DALEY,1,1,4
DALI,2,7,12
DALIA,0,32,94
DALIAH,0,3,6
DALIANA,0,3,3
DALIBOR,6,0,9
DALIDA,0,3,5
DALILA,0,9,29
DALILAH,0,3,5
DALISA,0,5,5
DALISSA,0,2,2
DALIT,0,2,6
DALIZA,0,2,8
DALJEET,2,0,2
DALJIT,2,0,3
DALLANA,0,2,3
DALLAS,23,5,50
DALLION,1,1,2
DALTON,14,1,27
DALWIN,2,0,2
DALY,1,2,6
DALYA,0,4,7
DAMA,1,1,2
DAMAIN,2,0,2
DAMALI,2,11,27
DAMAN,5,1,9
DAMANI,11,0,20
DAMANY,3,0,4
DAMARA,0,4,7
DAMARIS,0,104,184
DAMARY,0,5,7
DAMARYS,0,4,9
DAME,4,0,8
DAMEIN,3,0,5
DAMEION,2,0,2
DAMEN,4,0,7
DAMEON,2,0,6
DAMI,5,0,9
DAMIAN,193,0,311
DAMIANA,0,2,4
DAMIANO,10,0,14
DAMIEN,128,1,231
DAMIL,3,0,3
DAMILOLA,2,1,6
DAMIN,2,0,3
DAMION,69,0,106
DAMIR,13,0,17
DAMLA,0,11,15
DAMN,1,1,2
DAMON,130,1,238
DAMOND,4,0,4
DAMONE,8,0,9
DAN,1352,12,2763
DANA,57,551,1505
DANAE,0,9,24
DANAH,0,3,6
DANAI,2,0,3
DANAMARIE,0,2,4
DANASIA,0,3,5
DANAY,0,2,4
DANDAN,1,4,10
DANDRIDGE,1,1,2
DANE,63,5,118
DANEEN,0,5,6
DANELIA,0,2,3
DANELL,1,1,2
DANELLA,0,2,5
DANELLE,0,9,16
DANESHA,0,2,3
DANESKA,0,2,2
DANESSA,0,7,9
DANETTE,0,23,42
DANG,4,1,7
DANI,31,67,231
DANIA,0,24,52
DANIAL,4,0,5
DANICA,0,14,43
DANIE,1,4,13
DANIEL,2802,6,5355
DANIELA,2,210,491
DANIELE,28,22,94
DANIELITO,2,0,2
DANIELL,1,1,5
DANIELLA,0,103,233
DANIELLE,0,1350,3215
DANIELLEE,0,2,3
DANIELS,2,2,7
DANII,0,3,4
DANIIL,3,0,11
DANIJEL,6,0,9
DANIJELA,0,2,6
DANIKA,0,12,23
DANIL,3,0,5
DANILA,0,3,5
DANILDA,0,2,2
DANILLE,0,2,2
DANILO,37,0,58
DANINE,0,3,5
DANIQUA,0,2,3
DANIQUE,0,3,7
DANIRA,0,2,3
DANIS,2,0,5
DANISE,0,4,6
DANISH,10,0,15
DANISHA,0,12,18
DANIT,0,6,12
DANITA,0,10,17
DANITZA,0,5,6
DANIXA,0,3,5
DANIYAL,1,1,3
DANIZA,0,2,2
DANKA,0,3,7
DANN,5,0,9
DANNA,0,23,44
DANNI,3,18,46
DANNIE,2,6,13
DANNIEL,2,0,3
DANNIELLA,0,2,4
DANNIELLE,0,9,13
DANNY,1139,10,2115
DANO,4,0,7
DANQING,0,3,4
DANTE,91,2,143
DANTES,2,0,2
DANTON,1,1,2
DANUTA,0,8,10
DANY,26,8,46
DANYA,0,11,23
DANYAL,4,0,6
DANYEL,0,3,11
DANYELL,0,2,5
DANYELLA,0,3,3
DANYELLE,0,14,19
DANZEL,3,0,3
DAO,2,1,4
DAOUD,2,0,3
DAOUDA,2,0,5
DAPA,3,0,3
DAPHANE,1,2,4
DAPHNA,0,5,12
DAPHNE,1,92,193
DAPHNEE,0,10,17
DAPHNEY,0,7,21
DAPO,2,0,5
DAPPA,4,0,4
DAQUAN,24,0,28
DAQUANA,0,2,3
DAQUANNA,0,2,2
DAQUEEN,0,2,3
DAQUON,3,0,4
DAR,3,1,9
DARA,5,87,227
DARAH,0,3,5
DARALYN,0,2,3
DARAN,2,0,3
DARBY,4,4,23
DARCEL,0,8,17
DARCELL,0,2,3
DARCELLE,0,2,5
DARCEY,0,3,4
DARCI,0,7,11
DARCIA,0,3,3
DARCY,7,33,84
DARDAN,3,0,6
DARDEN,2,0,3
DARE,3,0,4
DAREE,0,2,2
DAREK,4,0,9
DAREL,0,2,4
DARELL,10,0,14
DARELLE,2,1,3
DAREN,21,0,41
DARI,1,2,10
DARIA,0,50,115
DARIAH,0,2,2
DARIAN,11,4,37
DARIANA,0,5,11
DARIC,4,0,4
DARICE,0,2,6
DARIEL,5,1,11
DARIELLE,0,3,6
DARIEN,19,2,43
DARIJA,0,2,2
DARILYN,0,2,4
DARIN,37,1,77
DARINA,0,4,12
DARIO,70,0,128
DARION,7,1,9
DARITZA,0,3,4
DARIUS,69,0,110
DARIUSZ,10,0,14
DARK,11,5,24
DARKO,5,0,14
DARLA,0,8,14
DARLEEN,0,8,15
DARLENA,0,2,2
DARLENE,0,200,318
DARLENIS,0,3,3
DARLENY,0,4,5
DARLIN,1,1,4
DARLINE,0,15,20
DARLING,0,7,11
DARLINGTON,2,0,3
DARLISA,0,2,2
DARLY,1,1,2
DARLYN,1,2,4
DARLYNE,0,3,6
DARNEL,12,0,17
DARNELL,111,2,175
DARNELLE,0,5,8
DAROLD,1,1,3
DARON,12,0,20
DARPAN,4,0,6
DARRAGH,2,0,6
DARRAH,0,3,7
DARRAN,3,0,3
DARREIN,1,1,2
DARREL,21,0,33
DARRELL,119,0,192
DARREN,289,0,541
DARRIAN,2,0,4
DARRICK,5,0,11
DARRIEL,2,1,5
DARRIELLE,0,3,3
DARRIEN,2,0,5
DARRIN,34,0,67
DARRION,3,0,5
DARROL,3,0,3
DARRON,9,0,14
DARRY,2,0,3
DARRYL,193,3,319
DARRYLE,1,1,4
DARRYN,3,0,5
DARSHAN,9,1,25
DARSHANA,0,3,4
DARSHANIE,0,3,4
DARSHINI,0,2,2
DARTEL,2,0,2
DARWEN,2,0,2
DARWIN,57,0,94
DARYA,0,9,26
DARYL,100,10,183
DARYLE,2,1,4
DARYLL,7,0,9
DARYN,1,3,10
DARYUS,2,0,2
DASEAN,2,0,4
DASH,10,1,23
DASHA,0,20,57
DASHAUN,9,0,13
DASHAWN,19,2,33
DASHER,2,0,2
DASHIA,0,2,4
DASHON,4,1,5
DASI,0,2,4
DASIA,0,3,3
DAT,4,0,5
DAUGHTER,0,2,2
DAUREN,3,0,3
DAV,3,0,4
DAVA,0,3,4
DAVAUGHN,4,0,5
DAVE,882,0,1687
DAVEEN,0,2,2
DAVEN,2,0,6
DAVENA,0,3,5
DAVENDRA,2,0,3
DAVEY,12,0,25
DAVI,7,4,20
DAVIA,0,2,7
DAVIAN,4,1,7
DAVID,6164,8,11435
DAVIDA,0,15,22
DAVIDE,35,0,62
DAVIDSON,10,1,18
DAVIE,5,1,10
DAVIES,2,0,2
DAVIN,15,0,29
DAVINA,0,22,56
DAVINDER,1,1,7
DAVION,5,0,8
DAVIS,27,7,54
DAVISON,3,0,4
DAVON,48,0,73
DAVONNE,2,2,6
DAVOR,4,0,6
DAVUT,2,0,4
DAVY,12,2,24
DAWA,4,4,14
DAWAN,2,1,4
DAWANA,0,3,3
DAWID,7,0,10
DAWIT,5,0,6
DAWN,2,708,1295
DAWNA,0,3,3
DAWNE,0,11,15
DAWNETTE,0,3,6
DAWNIE,0,2,2
DAWNMARIE,0,9,19
DAWN-MARIE,0,2,4
DAWOON,0,2,3
DAWOUD,2,0,2
DAWSON,4,0,6
DAWUD,7,0,8
DAX,7,0,18
DAY,5,2,12
DAYAN,1,3,8
DAYANA,0,21,42
DAYANARA,0,4,8
DAYANI,0,2,2
DAYANNA,0,5,8
DAYDAY,1,1,3
DAYE,2,0,3
DAYLE,0,2,11
DAYLENE,0,2,2
DAYMOND,2,0,3
DAYNA,0,46,107
DAYNE,10,1,21
DAYNELLE,0,2,2
DAYNESHA,0,2,2
DAYO,7,3,17
DAYONG,2,0,3
DAYQUAN,2,0,4
DAYRA,0,2,3
DAYSHA,0,5,7
DAYSHAUN,3,0,3
DAYSHAWN,2,1,3
DAYSI,0,13,19
DAYVON,5,0,6
DAYWON,2,0,2
DAZ,2,0,2
DAŠA,0,2,2
DE,29,13,85
DEA,1,6,18
DEACON,5,0,11
DEAN,224,2,439
DEANA,0,36,86
DEANDRA,0,11,24
DEANDRE,9,0,15
DEANDREA,0,4,4
DEANE,2,3,14
DEANGELO,5,0,6
DEANN,0,5,8
DEANNA,0,147,330
DEANNE,0,23,38
DEANO,3,0,5
DEATRICE,0,2,3
DEAVON,2,1,3
DEB,2,82,186
DEBABRATA,2,0,2
DEBANJAN,2,0,2
DEBARSHI,2,0,2
DEBASHIS,2,0,3
DEBASHISH,2,0,4
DEBBE,0,3,4
DEBBEE,0,2,2
DEBBI,0,21,33
DEBBIE,0,732,1320
DEBBIEANN,0,2,2
DEBBIE-ANN,0,3,6
DEBBY,0,47,89
DEBE,0,2,3
DEBI,0,33,68
DEBIE,0,2,4
DEBJANI,0,3,5
DEBO,5,0,8
DEBOLA,0,2,3
DEBORA,0,45,75
DEBORAH,0,806,1379
DEBRA,0,528,885
DEBRAH,0,5,9
DEBRALYN,0,3,3
DEBRAN,0,3,3
DEBS,0,2,4
DEBY,0,2,4
DEC,1,1,2
DECHEN,1,2,7
DECLAN,18,0,34
DEDDY,2,0,3
DEDE,2,14,28
DEDRA,0,7,12
DEE,89,166,435
DEEDEE,0,9,25
DEE-DEE,0,2,4
DEEDRA,0,3,6
DEEJAY,71,7,119
DEEKRON,2,0,2
DEEN,2,0,5
DEENA,0,37,102
DEEP,15,3,34
DEEPA,2,24,53
DEEPAK,46,0,77
DEEPALI,0,7,14
DEEPIKA,0,10,17
DEEPTHI,0,6,8
DEEPTI,0,8,21
DEEZ,2,0,3
DEFNE,0,2,5
DEICY,0,2,3
DEIDRA,0,34,52
DEIDRE,0,61,101
DEIGHTON,3,0,5
DEION,5,1,10
DEIRDRA,0,10,13
DEIRDRE,0,136,294
DEISY,0,6,11
DEITRA,0,2,2
DEJA,0,11,27
DEJAH,0,2,2
DEJAN,12,0,24
DEJI,5,0,9
DEJOHN,2,2,6
DEJON,3,0,7
DEJUAN,4,1,5
DEKE,2,1,6
DEL,9,5,32
DELA,2,0,5
DELAINA,0,4,5
DELAINE,0,3,4
DELANA,0,3,5
DELANCE,2,0,2
DELANDO,3,0,3
DELANE,0,2,2
DELANEY,1,3,10
DELANO,23,0,39
DELBERT,4,0,4
DELBIS,2,0,2
DELBY,2,0,2
DELCENIA,0,2,2
DELCIA,0,2,2
DELE,5,1,10
DELEON,2,1,3
DELFIN,3,0,7
DELFINA,0,3,9
DELGADO,4,0,6
DELIA,1,63,125
DELICIA,0,4,14
DELILAH,0,52,79
DELIMAR,0,2,4
DELINDA,0,3,6
DELIO,5,0,6
DELIS,0,2,3
DELISA,0,3,7
DELISE,0,2,2
DELITA,0,2,3
DELIZA,0,3,3
DELKI,0,2,2
DELL,7,2,12
DELLA,0,17,27
DELLANIRA,0,2,2
DELLIMORE,1,1,2
DELLON,3,0,7
DELLRE,0,2,2
DELMA,0,6,10
DELMAR,2,1,6
DELMER,2,0,2
DELMO,2,0,3
DELMY,0,3,5
DELON,6,0,16
DELONTE,2,0,3
DELORA,0,2,3
DELORES,0,42,57
DELORIS,0,6,6
DELPHI,0,2,2
DELPHINE,0,23,59
DELROY,35,0,44
DELSA,0,2,2
DELTON,3,0,6
DELU,1,1,2
DELVIN,5,0,9
DELVIS,2,1,6
DELVON,4,0,4
DELYA,0,2,2
DEMAR,4,0,7
DEMARCO,3,0,4
DEMARCUS,2,0,3
DEMARIO,2,0,3
DEMARIS,0,2,4
DEMETRA,0,18,31
DEMETRE,2,0,2
DEMETRI,12,0,22
DEMETRIA,0,13,24
DEMETRICE,1,2,5
DEMETRIO,4,0,7
DEMETRIOS,13,0,37
DEMETRIOUS,2,0,4
DEMETRIS,3,0,6
DEMETRIUS,48,1,74
DEMI,0,15,36
DEMIAN,6,0,15
DEMIR,9,1,15
DEMITA,0,2,2
DEMITRI,6,0,8
DEMITRIUS,3,0,4
DEMMY,1,1,3
DEMO,3,0,4
DEMOND,4,0,6
DEMOSTHENES,2,0,2
DEMS,2,0,2
DEN,9,2,16
DENA,0,58,138
DENAE,0,3,6
DENARD,2,1,5
DENE,1,3,5
DENEAN,0,4,4
DENECIA,0,2,2
DENEE,0,3,4
DENEEN,0,13,22
DENEENE,0,2,2
DENEIL,0,2,3
DENEISE,0,3,3
DENEISHA,0,3,6
DENESE,0,5,9
DENESHA,0,2,3
DENG,3,1,6
DENI,2,2,11
DENIA,0,5,12
DENICA,0,2,2
DENICE,1,25,36
DENIECE,0,4,7
DENIESHA,0,3,4
DENINE,0,2,5
DENIS,124,5,235
DENISA,0,4,11
DENISE,2,1238,2160
DENISHA,0,12,19
DENISIA,0,3,3
DENISLAV,2,0,2
DENISS,1,1,3
DENISSE,0,40,79
DENITA,0,3,4
DENITRA,0,2,2
DENIZ,18,17,80
DENMARK,4,0,5
DENN,2,0,3
DENNEY,1,1,2
DENNIE,2,2,11
DENNIS,801,3,1294
DENNISA,0,2,3
DENNISE,0,10,19
DENNISHA,0,2,2
DENNISON,4,1,5
DENNY,31,3,74
DENNYS,1,1,6
DENO,2,0,4
DENROY,2,0,3
DENSIL,3,0,3
DENSON,3,0,3
DENTON,6,0,10
DENVER,14,0,19
DENVILLE,2,0,2
DENY,1,1,3
DENYS,5,1,11
DENYSE,0,7,13
DENZEL,24,1,36
DENZIL,11,0,18
DEO,5,0,9
DEODAT,2,0,3
DEOLINDA,0,2,2
DEON,24,11,59
DEONDRA,0,2,3
DEONNA,0,2,3
DEONNE,0,2,4
DEQUAN,8,0,8
DERAY,2,0,3
DERBY,3,0,4
DERECK,14,0,24
DEREK,471,0,883
DERELLE,2,0,3
DEREON,1,1,2
DERIAN,1,1,3
DERIC,4,0,16
DERICK,30,2,60
DERIK,6,0,9
DERIN,1,5,7
DERLY,1,2,4
DERMOT,7,0,13
DERMOTT,2,0,3
DERON,10,0,19
DERREK,2,0,4
DERRELL,5,0,12
DERRIC,2,0,3
DERRICK,263,0,424
DERRIK,3,0,3
DERRIN,1,1,4
DERRON,10,0,13
DERRY,3,1,7
DERRYCK,4,0,5
DERVISH,2,0,2
DERVLA,0,2,3
DERWIN,15,0,21
DERWYN,2,0,2
DERYA,1,7,19
DERYCK,7,0,13
DERYL,1,1,2
DES,3,6,20
DESA,0,4,4
DESARAY,0,3,3
DESDEMONA,0,2,2
DESEAN,3,0,8
DESERI,0,3,3
DESERIE,0,10,12
DESHA,1,2,8
DESHAE,1,1,2
DESHANNA,0,2,2
DESHAUN,11,0,19
DESHAWN,30,4,46
DESHON,5,1,7
DESI,11,12,39
DESIRAE,0,7,12
DESIRE,1,8,13
DESIREA,0,3,4
DESIREE,0,256,485
DESLYN,0,2,4
DESMA,0,2,2
DESMON,2,0,2
DESMOND,84,0,135
DESMONIQUE,0,2,2
DESOUZA,2,0,2
DESPINA,0,13,25
DESREEN,0,2,3
DESSIREE,0,2,3
DESSY,1,1,5
DESTA,2,1,4
DESTAN,2,0,2
DESTIN,2,1,5
DESTINEE,0,2,9
DESTINI,0,3,6
DESTINY,1,62,109
DESY,0,2,4
DETRA,0,5,6
DETTY,0,2,2
DEUCE,5,1,10
DEV,23,0,46
DEVA,3,6,14
DEVAL,3,0,4
DEVAN,5,11,26
DEVANAND,5,0,6
DEVANG,3,0,5
DEVANSHI,0,2,4
DEVASHISH,2,0,2
DEVAUGHN,8,0,13
DEVEN,9,1,17
DEVENDRA,8,0,15
DEVERY,3,0,6
DEVESH,4,0,6
DEVI,0,18,35
DEVIKA,0,17,35
DEVIN,139,27,346
DEVINA,0,6,9
DEVINDER,2,0,3
DEVINDRA,4,0,8
DEVINE,1,1,4
DEVINN,2,0,2
DEVITA,0,2,5
DEVLIN,2,1,8
DEVLYN,1,1,2
DEVO,2,1,3
DEVON,161,50,410
DEVONA,0,6,8
DEVONE,4,0,5
DEVONN,2,0,2
DEVONNIE,0,2,3
DEVONTE,6,1,7
DEVORA,0,7,19
DEVORAH,0,24,61
DEVORY,2,1,4
DEVRA,0,9,14
DEVRIM,2,0,8
DEVRIN,2,0,2
DEVRON,4,0,5
DEVYN,2,4,17
DEW,0,2,2
DEWAYNE,17,0,24
DEWEY,7,0,11
DEWI,0,2,14
DEWITT,3,0,5
DEWY,1,1,3
DEX,5,0,9
DEXIS,0,2,3
DEXTER,95,1,143
DEYAN,2,0,3
DEYANA,0,3,3
DEYANIRA,0,10,19
DEYANIRIS,0,2,4
DEYON,2,0,2
DEYSI,0,5,6
DEZ,4,2,13
DEZI,1,1,4
DEZO,2,0,2
DEZZY,1,1,2
DGANIT,0,2,4
DHAN,2,0,2
DHANA,1,1,2
DHANESH,2,0,2
DHARA,0,6,9
DHARMA,2,0,3
DHARMENDRA,3,0,3
DHARMINDER,1,1,2
DHARSHANA,2,0,2
DHAVAL,7,0,14
DHAWAL,2,0,2
DHEERAJ,6,0,9
DHIMITER,3,0,3
DHIRAJ,2,0,9
DHIREN,6,0,7
DHONDUP,2,0,3
DHRUV,9,0,19
DHRUVI,0,2,2
DHVANIL,2,0,2
DHYAN,2,0,2
DI,14,8,47
DIA,3,7,19
DIAA,2,0,2
DIAH,0,3,3
DIAHANN,0,4,6
DIAHANNA,0,2,3
DIALA,0,2,3
DIALLO,7,1,15
DIAMANTE,1,3,4
DIAMOND,9,58,109
DIAMONIQUE,0,2,2
DIAN,3,19,33
DIANDRA,0,17,38
DIANDREA,0,2,2
DIANE,1,955,1603
DIANGELO,2,0,3
DIANI,0,2,3
DIANN,0,8,16
DIANNA,0,73,139
DIANNE,0,125,222
DIANNY,0,2,3
DIANY,0,3,3
DIARRA,1,1,4
DIAS,3,0,5
DIASIA,0,2,2
DIAZ,2,2,13
DICE,6,0,6
DICK,43,0,70
DICKENS,3,0,3
DICKIE,2,0,7
DICKSON,4,0,8
